dbpedia_5, dbpedia_10, lmdb_5, lmdb_10
.6110859377118647, .6902589262061677, .5151871781405589, .6003924519939046
.6066338051986581, .6857024134403149, .5106610831206013, .6048279906889499
.6031765349218986, .6897132148491799, .5180294418128877, .6040066697184742
.5984476584242379, .6842874663597537, .5236698551584034, .6106915731877397
.5976720502172478, .6837659371773489, .5138557722056295, .6038906755920673
.6040462861283504, .6866424705331597, .5165010867917923, .6056889607965213
.6113406388982838, .6885046001765293, .5160665684691322, .604002473694053
.6044423410030128, .6893606007605565, .5139084934629942, .60279424143429
.5989277544507453, .6857813468715133, .5161512584641437, .6083122528869911
.6004328111012317, .6850854245169892, .52289958548446, .6115076456198542
